name,type_of_food,district,rating,total_ratings,price_level,takeout,delivery,dine_in,wheelchair_accessible_entrance,free_street_parking,population_density
Coccodrillo,Italian,Mitte,4.7,15038,PRICE_LEVEL_EXPENSIVE,False,False,True,True,True,10.08
Il Porto,Italian,Mitte,4.6,712,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Vino & Basilico,Italian,Mitte,4.4,1593,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Pascarella,Italian,Mitte,4.3,917,PRICE_LEVEL_EXPENSIVE,True,True,True,True,False,10.08
Due Fratelli,Italian,Mitte,4.3,1403,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,10.08
Ristorante Pizzeria Garda,Italian,Mitte,4.6,1392,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Pulcinella,Italian,Mitte,4.7,995,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Ristorante Cinque,Italian,Mitte,4.7,883,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
La Galleria Italiana,Italian,Mitte,4.5,518,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Petrarca,Italian,Mitte,4.6,404,NO_PRICE_DATA,True,False,True,False,False,10.08
mama trattoria Berlin Mitte,Italian,Mitte,4.6,2327,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Dolcini,Italian,Mitte,4.7,912,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
La Cantina,Italian,Mitte,4.5,2154,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,10.08
Mangiarbene da Giancarlo,Italian,Mitte,4.6,375,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Little Italy,Italian,Mitte,4.7,2248,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Poveracci,Italian,Mitte,4.5,385,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Sapori di Casa,Italian,Mitte,4.8,2112,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Trattoria Fidelia I,Italian,Mitte,4.8,1129,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Don Giovanni,Italian,Mitte,4.1,1481,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,10.08
Ristorante Da Ponte,Italian,Mitte,4.5,903,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Mokka,Italian,Mitte,4.9,1191,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Osteria dell' Arte,Italian,Mitte,4.5,570,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,10.08
La Tettoia,Italian,Mitte,4.8,317,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
La Cantina Augusta,Italian,Mitte,4.8,57,NO_PRICE_DATA,True,True,True,False,False,10.08
Pizzeria da Luma,Italian,Mitte,4.4,415,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,10.08
L'Osteria Berlin Humboldthafen,Italian,Mitte,4.3,3288,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Don Pasquale,Italian,Mitte,4.8,942,PRICE_LEVEL_MODERATE,True,False,True,True,True,10.08
Tra Di Noi,Italian,Mitte,4.7,849,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
RomanTisch - Italian Pasta,Italian,Mitte,4.5,16,NO_PRICE_DATA,True,False,True,False,False,10.08
La Dolce Vita,Italian,Mitte,4.8,203,NO_PRICE_DATA,True,False,True,True,False,10.08
Restaurant Bella Italia,Italian,Mitte,4.0,809,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,10.08
Crosta,Italian,Mitte,4.9,195,NO_PRICE_DATA,True,True,True,False,False,10.08
Italian Food Berlin,Italian,Mitte,4.7,1997,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,10.08
Le Coronarie,Italian,Mitte,4.6,49,NO_PRICE_DATA,True,True,True,False,False,10.08
Papa Pane di Sorrento,Italian,Mitte,4.4,3398,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
DaGiorgio's,Italian,Mitte,4.7,841,PRICE_LEVEL_MODERATE,True,True,True,False,True,10.08
Ristorante Nuova Italia,Italian,Mitte,4.9,298,NO_PRICE_DATA,True,False,True,False,True,10.08
Ristorante Lungomare,Italian,Mitte,4.6,1122,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Bocca di Bacco,Italian,Mitte,4.2,1331,PRICE_LEVEL_VERY_EXPENSIVE,True,False,True,True,False,10.08
AMON Restaurant - Cucina italiana,Italian,Mitte,4.8,413,NO_PRICE_DATA,True,False,True,True,False,10.08
Parmera Pasta - Friedrichstraße,Italian,Mitte,4.8,154,NO_PRICE_DATA,True,False,True,False,False,10.08
Fontana di Trevi,Italian,Mitte,4.3,1146,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Sagrantino,Italian,Mitte,4.7,1204,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Calice D‘oro,Italian,Mitte,4.4,933,PRICE_LEVEL_EXPENSIVE,True,False,True,True,False,10.08
Ristorante Bella Vita,Italian,Mitte,4.4,913,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Italofritzen,Italian,Mitte,4.1,2644,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
L´Osteria Berlin AM TACHELES,Italian,Mitte,4.6,674,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Il Sorriso,Italian,Mitte,4.7,640,PRICE_LEVEL_EXPENSIVE,True,False,True,True,False,10.08
RISTORANTE ARLECCHINO 🇮🇹CUCINA & ITALIANA🇮🇹,Italian,Mitte,4.8,2806,PRICE_LEVEL_MODERATE,True,False,True,True,True,10.08
La Sardegna,Italian,Mitte,4.2,761,PRICE_LEVEL_MODERATE,True,False,True,True,True,10.08
Restaurant Mamma Monti,Italian,Mitte,4.8,786,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
L'Osteria Berlin Savignyplatz,Italian,Mitte,4.3,2045,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Aida,Italian,Mitte,4.8,901,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Riviera Restaurant & Bar 🇮🇹🥂 CUCINA ITALIANA,Italian,Mitte,4.7,427,NO_PRICE_DATA,True,False,True,True,False,10.08
Napolita Kurfürstendamm,Italian,Mitte,4.8,765,NO_PRICE_DATA,True,True,True,True,False,10.08
12 Apostel Berlin,Italian,Mitte,4.6,1926,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Ciao Bella Gesundbrunnen-Center,Italian,Mitte,4.8,31,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Uferlos,Italian,Mitte,4.4,418,NO_PRICE_DATA,True,True,True,True,False,10.08
Corallo,Italian,Mitte,4.4,1214,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Trattoria Vivo,Italian,Mitte,4.8,294,NO_PRICE_DATA,True,False,True,False,True,10.08
Stranero,Italian,Mitte,4.5,1976,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,10.08
Sotto,Italian,Mitte,4.6,1009,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Pizzeria Milano Trattoria,Italian,Mitte,4.9,52,NO_PRICE_DATA,True,True,True,False,False,10.08
Piazza Rossa,Italian,Mitte,4.7,2647,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
L'Osteria Berlin Memhardstraße,Italian,Mitte,4.1,4352,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Parmera Pasta,Italian,Mitte,4.8,123,NO_PRICE_DATA,True,True,True,False,False,10.08
Mädchenitaliener,Italian,Mitte,4.2,1502,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
essenza Potsdamer Platz 1,Italian,Mitte,4.6,735,PRICE_LEVEL_EXPENSIVE,True,False,True,True,True,10.08
Monte Mente Restaurant,Italian,Mitte,4.5,541,NO_PRICE_DATA,True,False,True,True,False,10.08
Ristorante Marea,Italian,Mitte,4.4,1679,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Bella Italia,Italian,Mitte,4.4,8,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,10.08
Spazio Antik & Nippes Italian Bistrot seit 2017,Italian,Mitte,4.6,239,NO_PRICE_DATA,True,True,True,True,False,10.08
Mercatino,Italian,Mitte,4.9,253,PRICE_LEVEL_MODERATE,True,False,True,True,True,10.08
Aposto,Italian,Mitte,4.2,1370,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Eataly Inn,Italian,Mitte,4.7,702,NO_PRICE_DATA,True,True,True,True,False,10.08
"Vincenzo, italian Restaurant, Bar, am Alexanderplatz Berlin",Italian,Mitte,3.5,3193,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Pomodori Restaurant Alexa,Italian,Mitte,4.7,592,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Antica Roma Restaurant,Italian,Mitte,4.5,1741,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
IL VALENTINO,Italian,Mitte,4.4,616,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Sapori Italiani,Italian,Mitte,4.5,69,NO_PRICE_DATA,True,True,True,False,False,10.08
Sale e Pepe,Italian,Mitte,4.6,1658,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,10.08
Restaurant Loggia,Italian,Mitte,4.5,947,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,10.08
Evin Pizza Pasta,Italian,Mitte,4.5,1567,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,10.08
La Famiglia,Italian,Mitte,4.7,414,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Trattoria Chiaromonte,Italian,Mitte,4.8,542,PRICE_LEVEL_MODERATE,True,False,True,True,True,10.08
Trattoria Pizzeria Bella Vista,Italian,Mitte,4.9,47,NO_PRICE_DATA,True,False,True,False,True,10.08
Ristorante Pizzeria Felicità,Italian,Mitte,4.8,29,NO_PRICE_DATA,True,True,True,False,True,10.08
Il Carpaccio,Italian,Mitte,4.6,1395,PRICE_LEVEL_MODERATE,True,False,True,True,True,10.08
Trattoria da Ciro,Italian,Mitte,4.8,319,PRICE_LEVEL_MODERATE,True,False,True,False,True,10.08
Trattoria la Trinacria,Italian,Mitte,4.8,633,PRICE_LEVEL_MODERATE,True,False,True,True,True,10.08
Donna Francesca,Italian,Mitte,4.5,833,PRICE_LEVEL_MODERATE,True,False,True,True,True,10.08
Amalfi Restaurant,Italian,Mitte,4.7,38,NO_PRICE_DATA,True,True,True,False,False,10.08
Trattoria Isola Verde,Italian,Mitte,4.6,702,PRICE_LEVEL_MODERATE,True,False,True,False,True,10.08
Restaurant La Miro,Italian,Mitte,4.6,202,NO_PRICE_DATA,True,True,True,False,True,10.08
Trattoria Pizzeria la Siciliana,Italian,Mitte,5.0,5,NO_PRICE_DATA,True,True,True,False,False,10.08
Bellissimo,Italian,Mitte,4.5,266,NO_PRICE_DATA,True,False,True,True,True,10.08
Bedda's Sicilia,Italian,Mitte,4.9,530,NO_PRICE_DATA,True,False,True,True,True,10.08
Verona Italian Restaurant,Italian,Mitte,3.8,1424,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Tasty,Italian,Mitte,4.6,435,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Osteria Caruso,Italian,Mitte,4.2,1516,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Ristorante Diomira,Italian,Mitte,4.2,912,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Trattoria Dolce Vita,Italian,Mitte,4.7,901,PRICE_LEVEL_MODERATE,True,False,True,True,True,10.08
Trattoria La Marina,Italian,Mitte,4.1,385,PRICE_LEVEL_MODERATE,True,False,True,True,True,10.08
Alte Forno,Italian,Mitte,3.8,1346,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,10.08
Ristorante Capitano,Italian,Mitte,4.7,438,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Pizzeria Due Pini,Italian,Mitte,4.4,780,PRICE_LEVEL_MODERATE,True,False,True,True,True,10.08
Tre Amici,Italian,Mitte,4.7,830,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,10.08
Delizie D’Italia,Italian,Mitte,4.5,491,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
La Gino,Italian,Mitte,4.7,1472,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Pastaro - Itameshi Pastabar,Italian,Mitte,4.9,90,NO_PRICE_DATA,True,True,True,False,False,10.08
Ristorante Bel Mondo,Italian,Mitte,4.8,286,NO_PRICE_DATA,True,False,True,True,True,10.08
Alimentari e Vini,Italian,Mitte,4.6,162,NO_PRICE_DATA,True,True,True,True,False,10.08
Mangiare Berlin Moabit,Italian,Mitte,4.5,774,NO_PRICE_DATA,True,True,True,True,False,10.08
Pizzeria Monella,Italian,Mitte,4.5,365,NO_PRICE_DATA,True,True,True,False,True,10.08
Valle dei Templi,Italian,Mitte,4.6,738,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Mephisto Pizza & Pasta,Italian,Mitte,4.1,311,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,10.08
Sole Mio,Italian,Mitte,4.3,323,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,10.08
Restaurant IL PADRINO,Italian,Mitte,3.6,45,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,10.08
Lilibeo,Italian,Mitte,4.9,207,NO_PRICE_DATA,True,True,True,False,False,10.08
Bistro Albero,Italian,Mitte,4.9,598,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
VAPIANO Berlin Europaplatz,Italian,Mitte,3.4,4058,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Vesuvio,Italian,Friedrichshain-Kreuzberg,4.7,1786,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Impasto Rosso,Italian,Friedrichshain-Kreuzberg,4.8,1844,NO_PRICE_DATA,True,True,True,True,False,14.385
Ristorante Leo e Pepe Kreuzberg,Italian,Friedrichshain-Kreuzberg,4.9,831,PRICE_LEVEL_MODERATE,True,True,True,False,True,14.385
Trattoria La Bruschetta,Italian,Friedrichshain-Kreuzberg,4.6,1794,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Restaurant La Cesta,Italian,Friedrichshain-Kreuzberg,4.7,3556,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Trattoria Cinque,Italian,Friedrichshain-Kreuzberg,4.9,342,NO_PRICE_DATA,True,False,True,True,False,14.385
L'Osteria,Italian,Friedrichshain-Kreuzberg,4.4,3752,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Ma Pasta Berlin,Italian,Friedrichshain-Kreuzberg,5.0,106,NO_PRICE_DATA,True,True,True,False,False,14.385
Terrazza Portofino,Italian,Friedrichshain-Kreuzberg,4.6,904,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Il Nuovo Primo,Italian,Friedrichshain-Kreuzberg,4.8,779,PRICE_LEVEL_MODERATE,True,False,True,True,False,14.385
Ristorante & Pizzeria Perbacco Berlin,Italian,Friedrichshain-Kreuzberg,4.8,450,PRICE_LEVEL_MODERATE,True,True,True,True,True,14.385
Fuego Berlin,Italian,Friedrichshain-Kreuzberg,4.6,55,NO_PRICE_DATA,True,False,True,False,False,14.385
Rocco und seine Brüder,Italian,Friedrichshain-Kreuzberg,4.7,611,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Gremia - Italian Restaurant,Italian,Friedrichshain-Kreuzberg,4.6,183,PRICE_LEVEL_MODERATE,True,False,True,True,True,14.385
La Piadina - Kreuzberg,Italian,Friedrichshain-Kreuzberg,4.6,1251,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,14.385
Peperoncino,Italian,Friedrichshain-Kreuzberg,4.5,484,PRICE_LEVEL_MODERATE,True,False,True,False,False,14.385
Il Casolare,Italian,Friedrichshain-Kreuzberg,4.2,2754,PRICE_LEVEL_MODERATE,True,True,True,True,True,14.385
Ristorante Masaniello,Italian,Friedrichshain-Kreuzberg,4.3,2307,PRICE_LEVEL_MODERATE,True,False,True,True,True,14.385
TERRA,Italian,Friedrichshain-Kreuzberg,4.3,1170,PRICE_LEVEL_MODERATE,True,True,True,False,True,14.385
OLIVIO Pizza Pasta Bar,Italian,Friedrichshain-Kreuzberg,4.5,699,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,14.385
Ristorante BerlinO,Italian,Friedrichshain-Kreuzberg,4.5,366,PRICE_LEVEL_MODERATE,True,True,True,True,True,14.385
La Lupa,Italian,Friedrichshain-Kreuzberg,4.6,548,PRICE_LEVEL_MODERATE,True,False,True,False,False,14.385
Pasta Factory,Italian,Friedrichshain-Kreuzberg,4.7,679,PRICE_LEVEL_MODERATE,True,True,True,True,True,14.385
Il Ritrovo - Cucina Casalinga Popolare,Italian,Friedrichshain-Kreuzberg,4.3,3820,PRICE_LEVEL_MODERATE,True,True,True,False,True,14.385
Pizza Vira,Italian,Friedrichshain-Kreuzberg,4.6,1601,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,14.385
Trattoria LaFamiglia,Italian,Friedrichshain-Kreuzberg,4.7,484,NO_PRICE_DATA,True,True,True,False,False,14.385
Zia Maria - pizzeria,Italian,Friedrichshain-Kreuzberg,4.8,797,NO_PRICE_DATA,True,True,True,True,False,14.385
VinOsteria,Italian,Friedrichshain-Kreuzberg,4.9,148,NO_PRICE_DATA,True,True,True,False,False,14.385
Pizza Roma,Italian,Friedrichshain-Kreuzberg,4.9,1104,NO_PRICE_DATA,True,True,True,False,False,14.385
Nostrano Cucina,Italian,Friedrichshain-Kreuzberg,4.9,143,NO_PRICE_DATA,True,False,True,False,False,14.385
Sale e Tabacchi,Italian,Friedrichshain-Kreuzberg,4.3,1015,PRICE_LEVEL_EXPENSIVE,True,False,True,True,False,14.385
Sicilian Street Food by Amici Amici,Italian,Friedrichshain-Kreuzberg,4.7,209,NO_PRICE_DATA,True,True,True,False,False,14.385
Hostaria del Monte Croce,Italian,Friedrichshain-Kreuzberg,4.7,393,PRICE_LEVEL_MODERATE,False,False,True,False,False,14.385
Trattoria paparazzi,Italian,Friedrichshain-Kreuzberg,4.9,86,NO_PRICE_DATA,True,False,True,False,False,14.385
Bellissima Ristorante,Italian,Friedrichshain-Kreuzberg,4.9,77,NO_PRICE_DATA,True,True,True,False,False,14.385
THE FACTORY PIZZA & PASTA,Italian,Friedrichshain-Kreuzberg,4.7,489,NO_PRICE_DATA,True,True,True,True,True,14.385
Trattoria Libau,Italian,Friedrichshain-Kreuzberg,4.5,1195,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Spaccanapoli Nr. 12,Italian,Friedrichshain-Kreuzberg,4.4,1384,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
CICCIO,Italian,Friedrichshain-Kreuzberg,4.2,58,NO_PRICE_DATA,True,False,True,False,False,14.385
ZOLA - Paul-Lincke-Ufer - Kreuzberg,Italian,Friedrichshain-Kreuzberg,4.1,4303,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Trattoria Salute,Italian,Friedrichshain-Kreuzberg,4.5,540,PRICE_LEVEL_MODERATE,True,False,True,True,False,14.385
Trattoria Da Dino,Italian,Friedrichshain-Kreuzberg,4.3,480,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Mama Maria's,Italian,Friedrichshain-Kreuzberg,4.9,261,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,14.385
Eatalian Berlin,Italian,Friedrichshain-Kreuzberg,4.3,983,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,14.385
Marechiaro Cucina Italiana,Italian,Friedrichshain-Kreuzberg,4.4,353,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Pomodorino‎,Italian,Friedrichshain-Kreuzberg,4.5,2260,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,14.385
Saporito,Italian,Friedrichshain-Kreuzberg,4.3,745,PRICE_LEVEL_MODERATE,True,False,True,True,False,14.385
Amore Milano,Italian,Friedrichshain-Kreuzberg,4.8,334,NO_PRICE_DATA,True,True,True,False,False,14.385
Pizziamo - Berlins Beste Pizza,Italian,Friedrichshain-Kreuzberg,4.9,155,NO_PRICE_DATA,True,True,True,True,True,14.385
Piadin'Arte,Italian,Friedrichshain-Kreuzberg,5.0,67,NO_PRICE_DATA,True,True,True,True,True,14.385
Pasta e…,Italian,Friedrichshain-Kreuzberg,4.9,10,NO_PRICE_DATA,True,True,True,False,False,14.385
Piccola Romantica,Italian,Friedrichshain-Kreuzberg,4.8,205,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,14.385
Pastarium,Italian,Friedrichshain-Kreuzberg,4.6,572,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Ristorante Firenze,Italian,Pankow,4.6,1734,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.111
Trattoria Amalfi,Italian,Pankow,4.8,124,NO_PRICE_DATA,True,False,True,True,True,4.111
leo e pepe,Italian,Pankow,4.7,637,PRICE_LEVEL_MODERATE,True,True,True,False,True,4.111
Trattoria Rocca pizza,Italian,Pankow,4.7,599,NO_PRICE_DATA,True,True,True,True,False,4.111
Ristorante Mjalt,Italian,Pankow,4.8,241,NO_PRICE_DATA,True,False,True,True,False,4.111
Trattoria Focaccia Mia,Italian,Pankow,4.8,278,NO_PRICE_DATA,True,True,True,True,False,4.111
Trattoria Sarda,Italian,Pankow,4.8,314,NO_PRICE_DATA,True,False,True,False,True,4.111
il Tartufo,Italian,Pankow,4.7,302,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.111
Stella D'oro,Italian,Pankow,4.9,239,PRICE_LEVEL_MODERATE,True,True,True,False,True,4.111
Il Gusto,Italian,Pankow,4.7,498,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.111
Trattoria Zoe,Italian,Pankow,4.6,837,PRICE_LEVEL_MODERATE,True,True,True,True,False,4.111
L’Angolo,Italian,Pankow,4.6,272,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.111
La Famiglia,Italian,Pankow,4.5,692,PRICE_LEVEL_MODERATE,True,True,True,False,True,4.111
Trattoria Toscana,Italian,Pankow,4.7,617,PRICE_LEVEL_MODERATE,True,False,True,False,True,4.111
Trattoria Pasta degli Angeli,Italian,Pankow,4.4,1046,PRICE_LEVEL_MODERATE,True,True,True,False,True,4.111
PastaLaden,Italian,Pankow,4.8,374,PRICE_LEVEL_MODERATE,True,False,True,False,False,4.111
Pizzeria Trattoria Inpastando,Italian,Pankow,4.8,205,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,4.111
Restaurant Da Pia,Italian,Pankow,4.6,621,PRICE_LEVEL_MODERATE,True,True,True,True,False,4.111
Momenti di Vini Salumeria & Enoteca,Italian,Pankow,4.8,138,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
Pizzeria da Lionello,Italian,Pankow,4.5,630,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.111
Palladino's Real italian Pizzeria,Italian,Pankow,4.6,278,PRICE_LEVEL_MODERATE,True,True,True,False,True,4.111
Ristorante Francavilla,Italian,Pankow,4.0,323,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,4.111
Ristorante Siena Rosenthal,Italian,Pankow,4.5,828,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.111
Aceto Lokanta,Italian,Pankow,4.5,761,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,4.111
Trattoria Felice,Italian,Pankow,4.6,950,PRICE_LEVEL_MODERATE,True,False,True,True,False,4.111
Ristorante Italiano,Italian,Pankow,4.0,1336,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.111
Il Pane e le Rose,Italian,Pankow,4.4,828,PRICE_LEVEL_MODERATE,True,True,True,False,True,4.111
Al Dente,Italian,Pankow,4.6,710,PRICE_LEVEL_MODERATE,True,False,True,False,False,4.111
spaghetteria loreta,Italian,Pankow,4.5,878,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,4.111
Osteria Tressanti,Italian,Pankow,4.6,673,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
Pasta & Vino,Italian,Pankow,4.6,644,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
L'Osteria del Parlamento,Italian,Pankow,4.7,654,PRICE_LEVEL_MODERATE,True,False,True,False,False,4.111
Ristorante Il Castello,Italian,Pankow,4.4,1133,PRICE_LEVEL_MODERATE,True,False,True,False,True,4.111
Restaurant Buon Gusto Karow,Italian,Pankow,4.5,716,PRICE_LEVEL_MODERATE,True,False,True,True,False,4.111
La Vita Berlin-Buch,Italian,Pankow,4.4,358,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,4.111
Locanda La Famiglia,Italian,Pankow,4.6,31,NO_PRICE_DATA,True,True,True,False,True,4.111
Buona Fortuna,Italian,Pankow,4.6,521,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.111
Ristorante Vecchia Fucina (Alte-Schmiede),Italian,Pankow,4.5,835,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.111
Fresh Crust Pizza,Italian,Pankow,5.0,22,NO_PRICE_DATA,True,True,True,False,True,4.111
Itarei Restaurant - Japanese x Italian Fusion,Italian,Pankow,4.8,635,NO_PRICE_DATA,True,False,True,False,False,4.111
Osteria Fiorello,Italian,Pankow,4.4,324,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
Antichi Aromi,Italian,Pankow,4.7,428,NO_PRICE_DATA,True,True,True,True,False,4.111
San Marco,Italian,Pankow,4.5,1496,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,4.111
Milano Vice Pizza Eberswalder,Italian,Pankow,4.8,790,NO_PRICE_DATA,True,True,True,False,False,4.111
La Lupa e l'Orso,Italian,Pankow,4.4,714,PRICE_LEVEL_MODERATE,True,True,True,True,False,4.111
Fabbrica,Italian,Pankow,4.3,172,NO_PRICE_DATA,True,False,True,False,True,4.111
Dolce Vita,Italian,Pankow,4.2,209,NO_PRICE_DATA,True,True,True,True,False,4.111
Trattoria il Sapore,Italian,Charlottenburg-Wilmersdorf,4.8,616,PRICE_LEVEL_MODERATE,True,True,True,False,True,5.303
Sole d`Oro CUCINA ITALIANA,Italian,Charlottenburg-Wilmersdorf,4.7,871,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
La Trattoria Da Mani,Italian,Charlottenburg-Wilmersdorf,5.0,43,NO_PRICE_DATA,True,False,True,True,True,5.303
Trattoria Tranquilla,Italian,Charlottenburg-Wilmersdorf,4.8,315,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
Cantinetta,Italian,Charlottenburg-Wilmersdorf,4.6,812,PRICE_LEVEL_MODERATE,True,False,True,False,False,5.303
Opera Italiana,Italian,Charlottenburg-Wilmersdorf,4.7,1066,PRICE_LEVEL_MODERATE,True,True,True,False,True,5.303
Osteria Ballarò,Italian,Charlottenburg-Wilmersdorf,4.8,388,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
Trattoria Da Gianni,Italian,Charlottenburg-Wilmersdorf,4.7,474,PRICE_LEVEL_MODERATE,True,True,True,False,False,5.303
Focaccino,Italian,Charlottenburg-Wilmersdorf,4.6,624,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
Centro Italia | Trattoria Restaurant,Italian,Charlottenburg-Wilmersdorf,4.5,370,NO_PRICE_DATA,True,True,True,True,False,5.303
Ristorante il Secondo,Italian,Charlottenburg-Wilmersdorf,4.8,347,NO_PRICE_DATA,True,True,True,False,True,5.303
