name,type_of_food,district,rating,total_ratings,price_level,takeout,delivery,dine_in,wheelchair_accessible_entrance,free_street_parking,population_density
Bistro Aleksandra-Polnisches Spezialitätenbistro,Hungarian,Friedrichshain-Kreuzberg,4.9,330,NO_PRICE_DATA,True,False,True,True,True,14.385
VINCENT,Hungarian,Friedrichshain-Kreuzberg,4.6,295,NO_PRICE_DATA,True,True,True,True,False,14.385
Delhi 6 Restaurant - Berlin,Hungarian,Friedrichshain-Kreuzberg,4.7,3192,PRICE_LEVEL_MODERATE,True,True,True,True,True,14.385
Granat Restaurant am Weißensee,Hungarian,Pankow,4.8,155,NO_PRICE_DATA,True,True,True,True,False,4.111
Estelle,Hungarian,Pankow,4.5,538,NO_PRICE_DATA,True,True,True,True,True,4.111
Kiezkantine,Hungarian,Pankow,4.7,155,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,4.111
Salhino,Hungarian,Charlottenburg-Wilmersdorf,4.8,876,PRICE_LEVEL_MODERATE,True,True,True,True,False,5.303
Kantini Berlin,Hungarian,Charlottenburg-Wilmersdorf,4.3,800,NO_PRICE_DATA,True,False,True,True,False,5.303
Georgisches Restaurant Gamarjoba,Hungarian,Charlottenburg-Wilmersdorf,4.6,403,NO_PRICE_DATA,True,False,True,False,False,5.303
Amberd,Hungarian,Charlottenburg-Wilmersdorf,4.5,358,PRICE_LEVEL_MODERATE,True,False,True,False,False,5.303
HASTY PASTRY Café | Bistro,Hungarian,Charlottenburg-Wilmersdorf,4.7,553,PRICE_LEVEL_MODERATE,True,True,True,False,False,5.303
GURME,Hungarian,Spandau,4.8,229,NO_PRICE_DATA,True,True,True,False,True,2.798
Teloneio Greek Taverna,Hungarian,Spandau,4.7,1061,PRICE_LEVEL_MODERATE,True,True,True,False,False,2.798
Onassis Restaurant,Hungarian,Spandau,4.5,95,NO_PRICE_DATA,True,False,True,False,True,2.798
Beyzade,Hungarian,Spandau,4.4,1156,PRICE_LEVEL_MODERATE,True,True,True,True,False,2.798
Bantabaa Food Dealer,Hungarian,Spandau,4.8,572,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,2.798
Akiko Sushi,Hungarian,Steglitz-Zehlendorf,4.5,1773,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,3.027
Rosengarten,Hungarian,Steglitz-Zehlendorf,4.6,116,NO_PRICE_DATA,True,True,True,True,False,3.027
Hoshi Sushi - Berlin - Steglitz,Hungarian,Steglitz-Zehlendorf,4.5,822,PRICE_LEVEL_MODERATE,True,True,True,True,False,3.027
Any Sushi Berlin-Steglitz,Hungarian,Steglitz-Zehlendorf,4.5,1539,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,3.027
Restaurant Bellevue,Hungarian,Steglitz-Zehlendorf,4.2,277,PRICE_LEVEL_MODERATE,True,False,True,False,True,3.027
Shemomedjamo,Hungarian,Steglitz-Zehlendorf,4.5,191,NO_PRICE_DATA,True,True,True,True,True,3.027
Frau Lüske Kaffeehaus,Hungarian,Steglitz-Zehlendorf,4.3,1291,PRICE_LEVEL_EXPENSIVE,True,False,True,True,True,3.027
Finnegan's Irish Pub,Hungarian,Steglitz-Zehlendorf,4.6,1169,PRICE_LEVEL_MODERATE,False,False,True,False,False,3.027
Restaurant Le Canard,Hungarian,Steglitz-Zehlendorf,4.8,164,NO_PRICE_DATA,True,False,True,False,True,3.027
Dalmacija,Hungarian,Steglitz-Zehlendorf,4.2,348,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Pequena Habana Restaurant Berlin,Hungarian,Tempelhof-Schöneberg,4.8,891,PRICE_LEVEL_MODERATE,True,False,True,False,True,6.708
Feinberg’s,Hungarian,Tempelhof-Schöneberg,4.4,2616,PRICE_LEVEL_MODERATE,True,True,True,True,False,6.708
Munch's Hus,Hungarian,Tempelhof-Schöneberg,4.7,75,PRICE_LEVEL_MODERATE,True,False,True,False,False,6.708
Stumari,Hungarian,Tempelhof-Schöneberg,4.8,324,NO_PRICE_DATA,True,True,True,False,False,6.708
Fjord by Munch’s Hus,Hungarian,Tempelhof-Schöneberg,4.7,75,NO_PRICE_DATA,True,True,True,True,False,6.708
Yogi-Haus,Hungarian,Tempelhof-Schöneberg,4.4,1259,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,6.708
Ji Amma | Tempelhof,Hungarian,Tempelhof-Schöneberg,4.3,1002,PRICE_LEVEL_MODERATE,True,True,True,False,False,6.708
EGE Gemüse Kebab,Hungarian,Tempelhof-Schöneberg,4.7,1278,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,6.708
EIVGI’S Orientalische Hausmannskost,Hungarian,Tempelhof-Schöneberg,4.7,805,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,6.708
Maranda Gözleme & Köfte,Hungarian,Neukölln,4.9,147,NO_PRICE_DATA,True,False,True,False,False,7.345
Pilz Imbiss,Hungarian,Neukölln,4.7,154,NO_PRICE_DATA,True,True,True,False,False,7.345
Gözleme,Hungarian,Neukölln,4.8,636,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,True,7.345
Sticks'n'Sushi,Hungarian,Neukölln,4.5,2584,PRICE_LEVEL_EXPENSIVE,True,True,True,True,False,7.345
JÓMO Restaurant,Hungarian,Neukölln,4.7,304,NO_PRICE_DATA,True,True,True,False,True,7.345
SHINJU Restaurant,Hungarian,Neukölln,4.8,625,NO_PRICE_DATA,True,True,True,False,False,7.345
Orangerie Neukölln,Hungarian,Neukölln,4.3,472,PRICE_LEVEL_MODERATE,True,True,True,True,True,7.345
CODA,Hungarian,Neukölln,4.7,699,PRICE_LEVEL_VERY_EXPENSIVE,False,False,True,True,False,7.345
Chutnify Neukölln,Hungarian,Neukölln,4.3,949,PRICE_LEVEL_MODERATE,True,True,True,False,False,7.345
Café Bakery Süss,Hungarian,Neukölln,4.5,1221,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,7.345
Uzun Masa,Hungarian,Neukölln,5.0,197,NO_PRICE_DATA,True,False,True,True,False,7.345
Drei Elefanten - Fresh Ukrainian Soulfood,Hungarian,Neukölln,4.4,471,PRICE_LEVEL_MODERATE,True,True,True,False,False,7.345
Patta Restaurant & Café,Hungarian,Treptow-Köpenick,4.6,244,PRICE_LEVEL_MODERATE,True,False,True,True,True,1.753
Schlosscafé Köpenick,Hungarian,Treptow-Köpenick,4.5,810,PRICE_LEVEL_MODERATE,True,False,True,True,False,1.753
Croatia,Hungarian,Treptow-Köpenick,4.4,1136,PRICE_LEVEL_MODERATE,True,False,True,True,True,1.753
Altstadtcafé Cöpenick,Hungarian,Treptow-Köpenick,4.4,930,PRICE_LEVEL_MODERATE,True,False,True,False,True,1.753
Köpenick,Hungarian,Treptow-Köpenick,4.1,249,NO_PRICE_DATA,True,True,True,True,False,1.753
Le Prom,Hungarian,Marzahn-Hellersdorf,4.4,417,NO_PRICE_DATA,True,True,True,True,False,4.723
Epirus,Hungarian,Lichtenberg,4.2,1291,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.984
Böhmischer Garten,Hungarian,Lichtenberg,4.7,46,NO_PRICE_DATA,True,False,True,False,True,4.984
Café Zeitgenuss,Hungarian,Reinickendorf,4.6,401,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.009
The MyMoon Restaurant & Lounge,Hungarian,Reinickendorf,4.2,1417,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.009
Restaurant Dalmacija,Hungarian,Reinickendorf,4.7,767,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.009
Kaffeehaus Zeltinger,Hungarian,Reinickendorf,4.3,1342,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.009
Amrit,Indian,Mitte,4.5,6930,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Indian Village Berlin central,Indian,Mitte,4.8,1505,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Currymeister - Fresh Indian Bowls,Indian,Mitte,5.0,61,NO_PRICE_DATA,True,True,True,False,False,10.08
Aapka - Restaurant Berlin Alexanderplatz,Indian,Mitte,4.8,886,NO_PRICE_DATA,True,False,True,True,False,10.08
Bombay,Indian,Mitte,4.4,1714,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
ANAND – Indisches Spezialitätenrestaurant,Indian,Mitte,4.4,2255,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
India Club Berlin,Indian,Mitte,4.5,1038,PRICE_LEVEL_VERY_EXPENSIVE,True,True,True,True,False,10.08
Shezan,Indian,Mitte,4.4,1498,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Chelany-Mitte Restaurant,Indian,Mitte,4.6,1323,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Aapka - Indian Restaurant Berlin,Indian,Mitte,4.3,1351,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Mumbai Local - Indian Food,Indian,Mitte,4.4,1916,NO_PRICE_DATA,True,True,True,True,False,10.08
AMRIT,Indian,Mitte,4.5,8178,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Kailash Parbat – Indisches vegetarisches & veganes Restaurant,Indian,Mitte,4.9,278,NO_PRICE_DATA,True,True,True,True,False,10.08
ASMAN,Indian,Mitte,4.0,451,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,10.08
Happy Buddha,Indian,Mitte,4.4,254,NO_PRICE_DATA,True,True,True,False,False,10.08
Vedis Indisches Restaurant,Indian,Mitte,4.6,2301,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Saravanaa Bhavan,Indian,Mitte,4.6,2483,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Gujrat Spice Restaurant,Indian,Mitte,4.9,1271,NO_PRICE_DATA,True,True,True,False,False,10.08
Bombay Spice Indisches Cafe & Cocktail Bar,Indian,Mitte,4.5,1387,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Agra,Indian,Mitte,4.5,297,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,10.08
Kumar Indian Streetfood,Indian,Mitte,4.6,17,NO_PRICE_DATA,True,True,True,False,False,10.08
Restaurant Maharadsch,Indian,Mitte,4.6,176,NO_PRICE_DATA,True,True,True,False,False,10.08
Der Everest Restaurant,Indian,Mitte,4.7,766,NO_PRICE_DATA,True,True,True,True,False,10.08
NILA South Indian - Kerala Restaurant,Indian,Mitte,4.8,2056,NO_PRICE_DATA,True,True,True,True,False,10.08
Lal Haweli Restaurant,Indian,Mitte,4.4,1032,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,10.08
Swadishta Schöneberg - Vegetarian Indian Restaurant in Berlin,Indian,Mitte,4.6,1348,NO_PRICE_DATA,True,True,True,False,True,10.08
Dastoor Restaurant,Indian,Mitte,4.8,917,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Ricksha Indian Food Gesundbrunnen,Indian,Mitte,4.8,77,NO_PRICE_DATA,True,True,True,False,False,10.08
Ankur,Indian,Mitte,5.0,78,NO_PRICE_DATA,True,True,True,False,False,10.08
Naveena Path,Indian,Mitte,4.6,1130,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
DJ BOMBAY Indian Special,Indian,Mitte,4.6,83,NO_PRICE_DATA,True,True,True,False,False,10.08
Aradhya,Indian,Mitte,4.7,312,NO_PRICE_DATA,True,True,True,True,False,10.08
Indisches Restaurant,Indian,Mitte,4.8,46,NO_PRICE_DATA,True,True,True,False,False,10.08
Anjappar Chettinad Indian Restaurant,Indian,Mitte,4.1,674,NO_PRICE_DATA,True,True,True,True,False,10.08
Benne Berlin,Indian,Mitte,4.6,172,NO_PRICE_DATA,True,True,True,True,True,10.08
Manju Indian Express,Indian,Mitte,4.5,281,NO_PRICE_DATA,True,True,True,True,False,10.08
Chill & Spice,Indian,Mitte,4.9,115,NO_PRICE_DATA,True,True,True,False,False,10.08
Anappurna Indian Restaurant,Indian,Mitte,4.8,1052,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Chutney Indian Food,Indian,Mitte,4.6,276,NO_PRICE_DATA,True,True,True,False,False,10.08
Namaste,Indian,Mitte,4.8,2259,PRICE_LEVEL_MODERATE,True,True,True,False,True,10.08
Ashoka,Indian,Mitte,4.2,638,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,10.08
Bollywood Tadka - Indian restaurant,Indian,Mitte,4.7,486,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Khan Baba Restaurant,Indian,Mitte,4.9,481,NO_PRICE_DATA,True,True,True,True,True,10.08
Zusshu Indian Cuisine,Indian,Mitte,4.8,1687,NO_PRICE_DATA,True,True,True,False,False,10.08
Ashiyana Halal Pakistanisches Küche,Indian,Mitte,4.7,1549,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Manju Alexa Center,Indian,Mitte,4.8,629,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Punjabi Zaiqa- Originale Pakistanische Küche,Indian,Mitte,4.2,356,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Sardar Ji,Indian,Mitte,4.8,9,NO_PRICE_DATA,True,True,True,False,False,10.08
Madni indische Spezialitäten,Indian,Mitte,4.0,519,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,10.08
Indisches Restaurant Maharadscha,Indian,Mitte,4.6,1650,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Aanjal Indisches Restaurant,Indian,Mitte,4.6,1301,PRICE_LEVEL_MODERATE,True,False,True,False,True,10.08
Bombay Indisches Restaurant Tegel,Indian,Mitte,4.6,302,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Signature India,Indian,Mitte,4.7,255,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
aahaa Indisches Restaurant,Indian,Mitte,4.9,28,NO_PRICE_DATA,True,True,True,False,False,10.08
AMRIT - Berlin Kreuzberg,Indian,Mitte,4.6,3987,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Seven Spices Indian Cuisine.,Indian,Mitte,4.8,1763,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Indian Street Food,Indian,Mitte,4.3,871,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,10.08
Naina Restaurant Berlin,Indian,Mitte,4.8,267,NO_PRICE_DATA,True,False,True,False,True,10.08
Abirams,Indian,Mitte,4.7,559,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,10.08
Sadhu Prenzlauer Berg,Indian,Mitte,4.9,1099,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Meena Kumari,Indian,Mitte,4.7,1650,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Tasty India Berlin,Indian,Mitte,4.6,181,NO_PRICE_DATA,True,True,True,True,False,10.08
Khushi,Indian,Mitte,4.6,1032,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Naan Indische Spezialitäten,Indian,Mitte,4.4,903,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,10.08
BABU 2,Indian,Mitte,4.5,92,NO_PRICE_DATA,True,True,True,True,False,10.08
Tikka Masala,Indian,Mitte,4.7,153,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Khaugalli - Mumbai Indian Street Food,Indian,Mitte,4.5,301,NO_PRICE_DATA,True,True,True,False,False,10.08
Agni,Indian,Mitte,4.5,573,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,10.08
The Biryani Club,Indian,Mitte,4.6,390,NO_PRICE_DATA,True,True,True,True,False,10.08
DARBAR,Indian,Mitte,2.6,166,NO_PRICE_DATA,True,True,True,False,False,10.08
"Zam Zam Restaurant, indische Spezialitäten, Huttenstr. 6, 10553 Berlin",Indian,Mitte,4.5,952,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,10.08
Butt`s Spicy Kitchen Halal,Indian,Mitte,4.1,384,NO_PRICE_DATA,True,True,True,True,False,10.08
Indian Curry Indisches Restaurant und Lieferservice,Indian,Mitte,2.9,45,NO_PRICE_DATA,True,True,True,False,False,10.08
Safran Berlin,Indian,Mitte,4.6,93,NO_PRICE_DATA,True,True,True,False,False,10.08
Ajwa Halal Pakistanische und Indische Spezialitäten,Indian,Mitte,4.7,891,NO_PRICE_DATA,True,True,True,True,False,10.08
Chaiwala,Indian,Friedrichshain-Kreuzberg,4.4,1225,NO_PRICE_DATA,True,True,True,True,False,14.385
Singh Indian Street Food,Indian,Friedrichshain-Kreuzberg,4.2,628,NO_PRICE_DATA,True,True,True,False,False,14.385
Restaurant Shaan,Indian,Friedrichshain-Kreuzberg,4.7,1078,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,14.385
Sadhu Restaurant,Indian,Friedrichshain-Kreuzberg,4.7,2163,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Kanchi Nepalese and Indian Restaurant,Indian,Friedrichshain-Kreuzberg,4.9,258,NO_PRICE_DATA,True,True,True,False,False,14.385
Masala King Indische Essen,Indian,Friedrichshain-Kreuzberg,4.7,244,NO_PRICE_DATA,True,True,True,False,False,14.385
Chutney Indian Food,Indian,Friedrichshain-Kreuzberg,4.6,107,NO_PRICE_DATA,True,True,True,True,False,14.385
Aradhya 2,Indian,Friedrichshain-Kreuzberg,4.8,132,NO_PRICE_DATA,True,True,True,False,False,14.385
Yogi-Ashram indisches Restaurant,Indian,Friedrichshain-Kreuzberg,4.7,756,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,14.385
Nawab Indian Restaurant,Indian,Friedrichshain-Kreuzberg,4.8,175,NO_PRICE_DATA,True,True,True,True,True,14.385
Hari Moksh Vegetarian Restaurant,Indian,Friedrichshain-Kreuzberg,4.6,751,NO_PRICE_DATA,True,True,True,False,True,14.385
Swadesh South and North Indian Food am Uber Platz Berlin,Indian,Friedrichshain-Kreuzberg,4.3,1139,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Guru Indisches Restaurant,Indian,Friedrichshain-Kreuzberg,4.3,704,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,14.385
Yummy Kitchen | Indisches Restaurant Kreuzberg,Indian,Friedrichshain-Kreuzberg,4.8,929,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
ammAmma | South Indian & Sri Lankan Fusion Kitchen,Indian,Friedrichshain-Kreuzberg,4.6,1043,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,14.385
Patakha,Indian,Friedrichshain-Kreuzberg,4.7,418,NO_PRICE_DATA,True,True,True,False,False,14.385
Swera - Restaurant & Cocktailbar,Indian,Friedrichshain-Kreuzberg,4.3,886,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Kerala Amma Mess,Indian,Friedrichshain-Kreuzberg,4.8,256,NO_PRICE_DATA,True,True,True,False,False,14.385
Inderheld ShahJahan Restaurant,Indian,Friedrichshain-Kreuzberg,4.7,248,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,14.385
India,Indian,Friedrichshain-Kreuzberg,4.1,408,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,14.385
Amaal Restaurant indisch,Indian,Friedrichshain-Kreuzberg,4.7,100,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Chai Ji Indisches Restaurant,Indian,Friedrichshain-Kreuzberg,4.8,701,PRICE_LEVEL_MODERATE,True,True,True,False,True,14.385
JaipuR.BerliN,Indian,Friedrichshain-Kreuzberg,4.8,29,NO_PRICE_DATA,True,False,True,False,False,14.385
dada indisches restaurant and cocktailbar,Indian,Friedrichshain-Kreuzberg,4.5,345,NO_PRICE_DATA,True,True,True,False,False,14.385
Bajra Nepalesisches Restaurant,Indian,Friedrichshain-Kreuzberg,4.8,383,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Indisches Restaurant- Yogi Jee - Indische Spezialitäten,Indian,Friedrichshain-Kreuzberg,4.4,786,PRICE_LEVEL_MODERATE,True,True,True,True,True,14.385
Sai Baba,Indian,Friedrichshain-Kreuzberg,4.6,557,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,14.385
CURRYWALA Indian Restaurant,Indian,Friedrichshain-Kreuzberg,4.8,300,NO_PRICE_DATA,True,True,True,False,True,14.385
Avatar Indisches Restaurant Neukölln,Indian,Friedrichshain-Kreuzberg,4.7,835,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,14.385
Simran Restaurant Neukölln,Indian,Friedrichshain-Kreuzberg,4.7,573,NO_PRICE_DATA,True,True,True,False,False,14.385
Aastha Restaurant,Indian,Friedrichshain-Kreuzberg,4.2,527,PRICE_LEVEL_MODERATE,True,True,True,True,True,14.385
Vindu Indisches Restaurant,Indian,Friedrichshain-Kreuzberg,4.9,220,NO_PRICE_DATA,True,True,True,False,False,14.385
Curry Leaf - Authentic South Indian - Sri Lankan Cuisine,Indian,Friedrichshain-Kreuzberg,4.4,908,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,14.385
Veggie & Vega - Restaurant Berlin,Indian,Friedrichshain-Kreuzberg,4.8,411,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,14.385
Zaika,Indian,Pankow,4.4,1593,PRICE_LEVEL_MODERATE,True,True,True,True,False,4.111
Chandni,Indian,Pankow,4.5,482,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,4.111
Swaad,Indian,Pankow,4.4,863,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,4.111
Chutnify,Indian,Pankow,4.0,1591,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
Lovely,Indian,Pankow,4.7,340,NO_PRICE_DATA,True,True,True,True,False,4.111
Manjodh - Indisches Restaurant,Indian,Pankow,4.3,527,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,4.111
Krishna Punjabitarka kathmandu Nepalesische - Indisches,Indian,Pankow,4.2,490,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
Masala Imbiss,Indian,Pankow,4.6,417,NO_PRICE_DATA,True,True,True,False,True,4.111
Little india 2,Indian,Pankow,4.8,13,NO_PRICE_DATA,True,True,True,False,False,4.111
Tandoori Indische Spezialitäten,Indian,Pankow,4.2,586,PRICE_LEVEL_MODERATE,True,True,True,True,False,4.111
Neu Delhi,Indian,Pankow,3.9,376,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,4.111
Agni,Indian,Pankow,4.3,833,PRICE_LEVEL_MODERATE,True,True,True,True,False,4.111
Restaurant Indda Berlin,Indian,Pankow,3.7,137,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,4.111
GOA II,Indian,Pankow,4.1,1046,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,4.111
Khatmandu lieferservice,Indian,Pankow,3.9,31,NO_PRICE_DATA,True,True,True,False,False,4.111
Dezi Indisches Restaurant Berlin,Indian,Pankow,4.3,283,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
Ambe Berlin,Indian,Pankow,3.8,177,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,4.111
Meera,Indian,Pankow,4.8,518,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.111
Indisches Restaurant Taj Charlottenburg,Indian,Charlottenburg-Wilmersdorf,4.7,561,NO_PRICE_DATA,True,False,True,False,True,5.303
Sheeshmahal Indian Restaurant,Indian,Charlottenburg-Wilmersdorf,4.9,145,NO_PRICE_DATA,True,True,True,False,False,5.303
Maa Indische Restaurant,Indian,Charlottenburg-Wilmersdorf,4.9,124,NO_PRICE_DATA,True,True,True,True,False,5.303
India Express - Indisches Restaurant,Indian,Charlottenburg-Wilmersdorf,4.4,1225,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,5.303
Masala Restaurant,Indian,Charlottenburg-Wilmersdorf,4.4,839,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
Chenab,Indian,Charlottenburg-Wilmersdorf,4.4,561,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
Calcutta Restaurant,Indian,Charlottenburg-Wilmersdorf,4.5,391,PRICE_LEVEL_MODERATE,True,True,True,True,False,5.303
IBC - Indian Biryani Company,Indian,Charlottenburg-Wilmersdorf,4.9,87,NO_PRICE_DATA,True,True,True,True,False,5.303
Restaurant Himalaya,Indian,Charlottenburg-Wilmersdorf,4.5,287,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,5.303
Sagar Indisches Restaurant,Indian,Charlottenburg-Wilmersdorf,4.6,668,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,5.303
Aarna Devi,Indian,Charlottenburg-Wilmersdorf,4.4,304,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,5.303
Indian Restaurant Rasas,Indian,Charlottenburg-Wilmersdorf,4.4,1038,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
VIPAN,Indian,Charlottenburg-Wilmersdorf,4.7,747,PRICE_LEVEL_MODERATE,True,True,True,True,False,5.303
Saanjh Restaurant,Indian,Charlottenburg-Wilmersdorf,4.8,229,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
KIBO Indian Food,Indian,Charlottenburg-Wilmersdorf,4.8,114,NO_PRICE_DATA,True,False,True,True,True,5.303
Chakra Restaurant Berlin,Indian,Charlottenburg-Wilmersdorf,5.0,14,NO_PRICE_DATA,True,True,True,False,False,5.303
Minar Restaurant,Indian,Charlottenburg-Wilmersdorf,4.9,157,NO_PRICE_DATA,True,True,True,False,False,5.303
Prema | Indisches Restaurant Berlin,Indian,Charlottenburg-Wilmersdorf,4.5,326,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,5.303
First Indian Restaurant - Cafe. Bar. Restaurant,Indian,Charlottenburg-Wilmersdorf,5.0,3,NO_PRICE_DATA,True,True,True,False,False,5.303
GapShap Indisches Restaurant & Bar,Indian,Charlottenburg-Wilmersdorf,4.7,223,NO_PRICE_DATA,True,True,True,True,False,5.303
Raj Mahaal,Indian,Charlottenburg-Wilmersdorf,4.6,506,NO_PRICE_DATA,True,True,True,True,False,5.303
Dalchini Best Indisches Restaurant,Indian,Charlottenburg-Wilmersdorf,4.9,701,NO_PRICE_DATA,True,True,True,True,True,5.303
Mahal,Indian,Charlottenburg-Wilmersdorf,4.8,797,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,5.303
Manjurani,Indian,Charlottenburg-Wilmersdorf,4.1,594,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,5.303
Satyam,Indian,Charlottenburg-Wilmersdorf,4.1,917,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,5.303
Kumari,Indian,Charlottenburg-Wilmersdorf,4.7,270,NO_PRICE_DATA,True,True,True,False,True,5.303
House of Tandoor,Indian,Charlottenburg-Wilmersdorf,4.2,425,NO_PRICE_DATA,True,True,True,True,False,5.303
Bhetghat Restaurant,Indian,Charlottenburg-Wilmersdorf,4.7,447,NO_PRICE_DATA,True,True,True,False,True,5.303
Punjab Haus indisches Restaurant,Indian,Charlottenburg-Wilmersdorf,4.8,666,NO_PRICE_DATA,True,True,True,True,False,5.303
Haveli,Indian,Charlottenburg-Wilmersdorf,4.5,617,PRICE_LEVEL_MODERATE,True,False,True,False,False,5.303
Restaurant Indian City,Indian,Spandau,4.2,283,NO_PRICE_DATA,True,True,True,True,False,2.798
